Time,MeasSampleRate,ValidSamples D-RT,ValidSamples D-LT,ValidSamples A1,ValidSamples A2,ValidSamples D-RB,ValidSamples D-LB,ValidSamples_6,ValidSamples B1CW,MeasAGCLevel D-RT_A,MeasAGCLevel D-RT_B,MeasAGCLevel D-LT_A,MeasAGCLevel D-LT_B,MeasAGCLevel A1_A,MeasAGCLevel A1_B,MeasAGCLevel A2_A,MeasAGCLevel A2_B,MeasAGCLevel D-RB_A,MeasAGCLevel D-RB_B,MeasAGCLevel D-LB_A,MeasAGCLevel D-LB_B,MeasAGCLevel_6_A,MeasAGCLevel_6_B,MeasAGCLevel B1CW_A,MeasAGCLevel B1CW_B,SNR D-RT_A,SNR D-RT_B,SNR D-LT_A,SNR D-LT_B,SNR A1_A,SNR A1_B,SNR A2_A,SNR A2_B,SNR D-RB_A,SNR D-RB_B,SNR D-LB_A,SNR D-LB_B,SNR_6_A,SNR_6_B,SNR B1CW_A,SNR B1CW_B,MeasVOS[m/s],MeasVLine[m/s],MeasPressure[bar-a],MeasTemperature[°C],MeasQLine[m³/hr],MeasQBase,MeasStability,MeasPathVOS D-RT[m/s],MeasPathVOS D-LT[m/s],MeasPathVOS A1[m/s],MeasPathVOS A2[m/s],MeasPathVOS D-RB[m/s],MeasPathVOS D-LB[m/s],MeasPathVOS_6[m/s],MeasPathVOS B1CW[m/s],MeasPathVOG D-RT[m/s],MeasPathVOG D-LT[m/s],MeasPathVOG A1[m/s],MeasPathVOG A2[m/s],MeasPathVOG D-RB[m/s],MeasPathVOG D-LB[m/s],MeasPathVOG_6[m/s],MeasPathVOG B1CW[m/s],METERTYPE_T,DataSequence,FwdVolume[m³],RevVolume[m³],TSpare,MeasDiagBits D-RT,MeasDiagBits D-LT,MeasDiagBits A1,MeasDiagBits A2,MeasDiagBits D-RB,MeasDiagBits D-LB,MeasDiagBits_6,MeasDiagBits B1CW,MeasPathPerformance D-RT[%],MeasPathPerformance D-LT[%],MeasPathPerformance A1[%],MeasPathPerformance A2[%],MeasPathPerformance D-RB[%],MeasPathPerformance D-LB[%],VOGRatio D-RT,VOGRatio D-LT,VOGRatio A1,VOGRatio A2,VOGRatio D-RB,VOGRatio D-LB,VOSRatio D-RT,VOSRatio D-LT,VOSRatio A1,VOSRatio A2,VOSRatio D-RB,VOSRatio D-LB,OperationalStatus,Swirl Angle[°],Internal Temp[°C],TransitTimeStDAB_1[s],TransitTimeStDAB_2[s],TransitTimeStDAB_3[s],TransitTimeStDAB_4[s],TransitTimeStDAB_5[s],TransitTimeStDAB_6[s],TransitTimeStDAB_7[s],TransitTimeStDAB_8[s],TransitTimeStDBA_1[s],TransitTimeStDBA_2[s],TransitTimeStDBA_3[s],TransitTimeStDBA_4[s],TransitTimeStDBA_5[s],TransitTimeStDBA_6[s],TransitTimeStDBA_7[s],TransitTimeStDBA_8[s],DSPSampleRate_1[s],DSPSampleRate_2[s],DSPSampleRate_3[s],DSPSampleRate_4[s],DSPSampleRate_5[s],DSPSampleRate_6[s],DSPSampleRate_7[s],DSPSampleRate_8[s],TTimeAB_1[s],TTimeAB_2[s],TTimeAB_3[s],TTimeAB_4[s],TTimeAB_5[s],TTimeAB_6[s],TTimeAB_7[s],TTimeAB_8[s],TTimeBA_1[s],TTimeBA_2[s],TTimeBA_3[s],TTimeBA_4[s],TTimeBA_5[s],TTimeBA_6[s],TTimeBA_7[s],TTimeBA_8[s],Density[kg/m²],Viscosity[Pa s]
7/9/2019 10:28,50,2,3,2,1,3,2,1,1,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,14.37,15.98,15.48,15.91,11.27,16.11,10.5,13.09,15.27,14.83,15.33,17.97,9.46,9.23,9.11,8.08,376.51709,23.46497,50.220124,3.173078,2395.077393,0,0,376.534912,376.426819,376.507416,376.395081,376.649445,376.588898,372.975739,376.362274,21.552576,21.668396,23.919016,24.128531,21.366228,21.602095,18.852474,23.304935,74,3131,7901,3,0,0,0,0,4,0,0,64,81,66.666672,100,66.666672,33.333336,100,66.666672,0.956326,0.962454,1.084096,1.095673,0.946492,0.958945,1.000057,0.999712,0.999969,0.999611,1.000422,1.000229,16,-0.664034,27.640286,28,6,0,0,24,0,0,0,13,21,0,0,23,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000634,0.00045,0.000449,0.001448,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001535,0,55,0.000013
7/9/2019 10:28,50,2,3,2,2,3,3,1,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,11.41,18.38,16.59,16.73,9.49,15.76,13.81,14.5,14.52,16.51,13.74,17.69,12.3,5.72,10.66,0,376.419556,23.838263,50.220124,3.173078,2433.179688,0,0,376.618225,376.321198,376.529327,375.863342,376.560974,376.624237,373.560486,376.362274,21.722591,21.406322,24.14002,25.301662,21.731873,21.528149,30.279619,23.304935,74,3132,7901,3,0,4,0,1,4,0,0,68,2132,66.666672,100,66.666672,66.666672,100,100,0.951843,0.935392,1.080665,1.144572,0.952327,0.941718,1.000633,0.999686,1.00035,0.998227,1.000451,1.000653,16,-0.661685,27.640853,0,47,0,0,9,0,0,0,0,6,0,0,11,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000634,0.00045,0.00045,0.001464,0.001443,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001535,0.001529,55,0.000013
7/9/2019 10:28,50,2,3,3,3,3,3,1,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,18.45,15.59,14.89,18.01,12.79,15.26,10.22,16.52,18.6,18.07,14.68,16.47,7.5,8.6,5.52,11.6,376.52124,23.526688,50.220124,3.173078,2401.377197,0,0,376.563263,376.501007,376.450775,376.371033,376.693146,376.548279,375.546692,376.362274,21.589537,22.0376,23.921389,24.06579,21.534986,21.599152,25.048721,23.304935,74,3133,7902,3,0,0,0,0,0,0,0,197,2116,66.666672,100,100,100,100,100,0.953948,0.977617,1.079221,1.087153,0.951079,0.954454,1.000134,0.999936,0.999775,0.999521,1.000548,1.000086,16,-0.659404,27.6389,0,38,0,0,13,29,0,0,0,13,0,0,39,3,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000633,0.000633,0.00045,0.00045,0.001441,0,0.000484,0.000484,0.000688,0.000691,0.000484,0.000484,0.001555,0,55,0.000013
7/9/2019 10:28,50,3,3,2,2,2,2,1,1,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,15.03,18.81,14.88,16.49,6.97,18.6,8.61,18.52,14.49,22.07,13.47,14.98,7.26,8,11.57,13.17,376.17038,22.78825,50.220124,3.173078,2326.004395,0,0,376.701996,376.499817,375.62149,376.342072,375.405853,376.451111,375.760651,378.139832,21.474548,21.471176,22.66185,24.025553,19.447046,21.271513,24.908365,27.466969,74,3134,7903,3,0,0,0,4,0,0,0,76,68,100,100,66.666672,100,100,100,0.986183,0.985997,1.052181,1.129805,0.876746,0.97504,1.001696,1.001051,0.99825,1.000548,0.997562,1.000896,16,-0.656496,27.63953,0,22,24,29,2,35,0,0,0,26,33,12,27,18,0,0,3,3,3,2,2,2,3,3,0.00045,0.000449,0.000634,0.000634,0.00045,0.00045,0.001443,0,0.000484,0.000485,0.000688,0.000688,0.000484,0.000484,0.001536,0,55,0.000013
7/9/2019 10:28,50,2,2,1,2,3,3,0,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,13.4,17.67,16.02,17.42,12.3,15.03,10.64,14.75,17.13,18.91,18.35,16.78,6.6,8.39,11.4,11.65,376.39798,23.51844,50.220124,3.173078,2400.535156,0,0,376.36734,376.42691,376.318695,376.357147,376.363861,376.553894,375.760651,378.139832,21.235643,21.796061,24.076378,24.13665,21.494606,21.754993,24.908365,27.466969,74,3135,7903,3,0,0,0,4,0,0,0,2112,2124,100,100,50,66.666672,100,100,0.937484,0.96701,1.090238,1.093565,0.951091,0.964836,0.999902,1.000092,0.999747,0.99987,0.999891,1.000497,16,-0.653369,27.63953,21,21,0,0,0,0,0,0,30,23,0,0,0,0,0,0,2,2,2,3,3,3,2,2,0.00045,0.00045,0.000636,0.000634,0.000453,0.00045,0.001442,0.001429,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001535,0.00153,55,0.000013
7/9/2019 10:28,50,3,2,2,2,3,3,1,1,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,14.79,14.54,13.12,16.69,13.08,14.31,12.15,15.19,15.18,16.79,18.85,16.93,9.87,7.58,6.93,9.47,376.38916,23.670464,50.220124,3.173078,2416.052246,0,0,376.532593,376.582733,375.641052,376.436615,376.478363,376.663452,376.308655,378.139832,21.136915,21.495224,25.065868,24.092899,21.456175,21.573845,23.785778,27.466969,74,3136,7904,3,0,0,0,8,1,0,0,69,577,100,66.666672,66.666672,66.666672,100,100,0.929635,0.948383,1.1419,1.087931,0.946334,0.952512,1.000457,1.000617,0.997616,1.000151,1.000284,1.000875,16,-0.650401,27.647123,0,0,0,0,32,16,0,0,0,0,0,0,16,24,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000634,0.00045,0.00045,0,0,0.000484,0.000485,0.000688,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,2,2,1,2,2,2,2,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,13.65,14.87,11.79,15.56,13.04,16.82,11.94,11.35,13.97,17.66,13.19,17.79,9.14,9.36,0,11.36,376.590729,23.564545,50.222711,3.167997,2405.241211,0,0,376.484314,376.640167,376.616119,376.479309,376.892761,376.431763,376.691254,378.139832,21.460375,21.634544,24.144981,24.257715,21.539259,21.639387,-8.087161,27.466969,74,3137,7905,3,0,0,0,4,0,0,0,4,2053,100,100,50,100,100,100,0.947763,0.956928,1.092224,1.098444,0.95191,0.957183,0.999661,1.000157,1.000081,0.999645,1.000962,0.999493,16,-0.647444,27.648194,40,0,0,0,13,30,0,0,11,0,0,0,16,51,0,0,2,2,2,2,2,2,3,3,0.00045,0.00045,0.000634,0.000633,0.00045,0.00045,0.001442,0.001838,0.000484,0.000484,0.000691,0.000688,0.000484,0.000484,0.00153,0.00153,55,0.000013
7/9/2019 10:28,50,2,2,2,2,2,2,0,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,16.91,17.11,17.06,16.75,9.18,16.13,8.97,9.14,13.12,16.88,15.98,17.09,10.25,4.69,0,13.23,375.922363,22.550041,50.222711,3.167997,2301.69043,0,0,376.517029,374.177917,376.419342,376.483398,376.504242,375.432312,376.691254,378.139832,21.453159,17.739656,23.910446,23.960938,21.093071,19.408209,-8.087161,27.466969,74,3138,7905,3,0,0,0,0,0,0,4,2244,264273,66.666672,66.666672,66.666672,66.666672,66.666672,66.666672,1.01087,0.807627,1.153366,1.156365,0.990542,0.897222,1.001899,0.994437,1.001587,1.001791,1.001858,0.998436,16,-0.644704,27.641484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,0.00045,0.00045,0.000633,0.000633,0.000449,0.00045,0.001499,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001469,0,55,0.000013
7/9/2019 10:28,50,2,3,1,2,2,2,0,0,31.2,34.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,17.94,15.89,14.9,14.77,11.96,17.47,12.2,15.8,15.88,20.03,16.26,17.29,10.12,10.98,5.17,10.77,376.312592,23.262295,50.222711,3.167997,2374.390381,0,0,376.588013,376.491852,376.430481,376.340546,376.66571,375.358765,376.691254,378.139832,21.339689,21.605513,24.293419,23.917425,21.659304,19.771099,-8.087161,27.466969,74,3139,7906,3,0,4,0,4,0,0,0,2241,264260,66.666672,100,50,100,100,100,0.959115,0.973388,1.121652,1.100471,0.976285,0.876259,1.000878,1.000572,1.000376,1.000089,1.001126,0.99696,16,-0.642074,27.644697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,3,3,0.00045,0.000455,0.000634,0.000633,0.00045,0.000453,0,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,1,1,2,3,3,3,0,0,31.2,36.2,31.2,34.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,15.27,18.87,14.43,18.38,12.98,16.43,13.26,15.32,17.98,15.49,17.09,16.05,14.84,10.49,5.63,8.05,376.064728,22.872078,50.222711,3.167997,2334.560791,0,0,373.926819,376.419586,376.417358,376.497742,376.579437,376.547516,376.691254,378.139832,17.389158,21.488293,23.991014,23.931431,21.523117,21.600052,-8.087161,27.466969,74,3140,7907,3,0,4,4,4,0,0,0,2060,2180,50,50,66.666672,100,100,100,0.772619,0.99084,1.132378,1.12893,0.992764,0.99702,0.993186,1.001132,1.001125,1.001382,1.001643,1.001541,16,-0.639591,27.644697,0,59,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,2,3,3,3,3,2,2,0.00045,0.00045,0.000633,0.000634,0.00045,0.000452,0,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,3,3,2,2,3,2,1,1,31.2,36.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,33.2,34.2,31.2,36.2,32.2,36.2,14.21,18.49,13.27,16.35,10.05,13.38,15.26,16.1,20.56,18.62,16.7,18.18,13.17,5.01,6.04,10,376.537506,23.490629,50.222711,3.167997,2397.696533,0,0,376.628967,376.512695,376.507019,376.373444,376.620941,376.582031,375.577515,357.542206,21.170528,21.473028,24.182299,24.231604,21.313957,21.744192,21.700394,-17.198856,74,3141,7907,3,0,0,0,0,4,0,4,196,84,100,100,66.666672,66.666672,100,66.666672,0.937205,0.953149,1.099862,1.102599,0.944754,0.967514,1.000291,0.999921,0.999903,0.999477,1.000266,1.000142,16,-0.638114,27.655282,0,0,0,21,25,22,0,0,0,0,0,17,8,26,0,0,3,3,3,3,3,3,3,3,0.000456,0.00045,0.000634,0.000634,0.00045,0.00045,0,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,2,3,2,2,3,2,0,1,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,33.2,34.2,31.2,36.2,32.2,36.2,14.98,14.15,16.17,15.56,7.47,17.01,10.82,14.78,14.43,15.05,15.22,18.13,6.75,11.93,9.03,5.59,376.55127,23.341728,50.222711,3.167997,2382.498291,0,0,376.564758,376.590515,376.386444,376.430359,376.711487,376.623962,375.577515,376.398132,21.337101,21.492754,23.899549,23.769249,21.552671,21.58975,21.700394,26.195158,74,3142,7908,3,0,4,0,4,4,0,0,2117,80,66.666672,100,66.666672,66.666672,100,66.666672,0.949971,0.958229,1.088902,1.081681,0.961414,0.963387,1.000043,1.000125,0.999475,0.999615,1.000511,1.000232,16,-0.636598,27.655818,3,21,0,0,11,0,0,0,7,44,0,0,14,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000633,0.000633,0.00045,0.00045,0.001449,0.001599,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001529,0.001529,55,0.000013
7/9/2019 10:28,50,2,3,2,2,2,2,0,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,15.39,12.96,14.43,16.91,7.8,15.88,11.13,13.5,17.79,16.75,17.95,16.64,0,9.05,0,13.48,376.335907,22.91312,50.222711,3.167997,2338.75,0,0,376.435425,376.639191,375.320618,376.356537,376.606293,376.657196,375.577515,376.398132,21.452114,21.477419,22.054075,23.941044,21.308615,21.639933,21.700394,26.195158,74,3143,7909,3,0,4,0,4,0,0,0,2069,2121,66.666672,100,66.666672,66.666672,66.666672,66.666672,0.971378,0.972746,1.004109,1.109078,0.963628,0.981552,1.000317,1.000967,0.996764,1.000066,1.000862,1.001025,16,-0.635025,27.647501,0,16,0,0,34,0,0,0,0,14,0,0,38,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000634,0.00045,0.00045,0,0.001438,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0.001535,55,0.000013
7/9/2019 10:28,50,3,2,2,2,3,2,0,1,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,14.8,15.12,15.17,14.67,8.99,15.23,9.54,13.98,17.39,17.28,11.37,17.62,10.88,9.27,8.32,8.62,376.491974,23.453415,50.222711,3.167997,2393.898193,0,0,376.624237,376.338104,376.367188,376.567169,376.742798,376.312286,375.577515,338.902985,21.318609,21.661535,23.741096,24.256813,21.702911,21.512054,21.700394,-57.066139,74,3144,7909,3,0,0,0,4,0,0,0,2117,262212,100,66.666672,66.666672,66.666672,100,100,0.944351,0.962465,1.074725,1.103222,0.964659,0.954556,1.000422,0.99951,0.999602,1.00024,1.0008,0.999427,16,-0.633423,27.65273,0,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3,3,3,3,3,2,3,3,0.00045,0.00045,0.000637,0.000634,0.00045,0.00045,0,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,3,3,3,2,2,2,1,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,17.14,13.05,11.51,17.05,11.17,13.71,11.06,12.2,15.95,17.78,15.1,17.61,10.22,6.47,6.39,5.72,376.535431,23.373756,50.222711,3.167997,2385.767334,0,0,376.6763,376.637451,376.354187,376.44809,376.632019,376.464661,390.513916,338.902985,21.279228,21.773201,23.811172,23.869947,21.559437,21.576385,-6.847742,-57.066139,74,3146,7910,3,0,0,0,0,0,0,0,68,2252,100,100,100,66.666672,66.666672,66.666672,0.944986,0.971184,1.081754,1.085003,0.959819,0.960718,1.000449,1.000325,0.999422,0.999722,1.000308,0.999774,18,-0.631788,27.65273,27,0,0,0,15,0,0,0,21,0,0,0,29,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000633,0.000449,0.00045,0,0.00179,0.000484,0.000485,0.000688,0.000688,0.000484,0.000484,0,0.001529,55,0.000013
7/9/2019 10:28,50,2,3,2,1,1,2,1,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,15.88,15.24,15.99,15.44,10.41,15.07,16.04,10.35,18.57,18.7,16.46,15.89,10.14,10.45,5.23,5.75,376.250366,21.739979,50.224597,3.16068,2219.00708,0,0,376.559021,376.409729,376.207672,376.309296,376.553162,375.46347,345.773682,338.902985,21.221994,21.435663,23.724646,18.751579,21.031256,19.962597,-42.686642,-57.066139,74,3147,7910,3,0,0,0,4,4,4,0,69,2140,66.666672,100,66.666672,50,50,100,1.011479,1.023748,1.158395,0.873172,1.000569,0.940167,1.000985,1.000508,0.999864,1.000188,1.000966,0.997491,16,-0.63033,27.659346,21,18,23,0,0,0,0,0,18,24,27,0,0,0,0,0,3,3,3,2,2,2,3,3,0.00045,0.000449,0.000634,0.000634,0.00045,0.00045,0.001443,0,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0.001419,0,55,0.000013
7/9/2019 10:28,50,2,2,1,2,2,3,0,1,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,17.9,15.4,12.13,20.51,7.2,14.72,13.14,17.67,14.89,17.69,14.07,15.55,0,10.8,8.08,11.26,376.200531,22.590458,50.224597,3.16068,2305.815674,0,0,376.422363,376.568573,374.581787,376.498322,376.712433,376.419769,345.773682,338.902985,20.937607,21.528528,20.890106,23.780502,21.676941,21.78355,-42.686642,-57.066139,74,3148,7911,3,0,0,0,4,0,4,0,2052,577,100,100,50,66.666672,66.666672,100,0.954663,0.986925,0.952085,1.113145,0.995083,1.000956,1.000708,1.001174,0.994841,1.00095,1.001633,1.000699,16,-0.629494,27.657613,0,37,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2,2,2,3,3,3,2,2,0.00045,0.00045,0.000634,0.000639,0.00045,0.000452,0.001715,0,0.000484,0.000484,0.000688,0.000682,0.000484,0.000484,0.001528,0,55,0.000013
7/9/2019 10:28,50,3,3,2,1,3,2,0,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,13.09,17.52,16.82,14.38,9.82,12.73,11.23,14.03,16.94,13.6,15.59,18.69,7.05,13.19,0.72,9.56,376.576172,23.343424,50.224597,3.16068,2382.671387,0,0,376.709839,376.500641,376.461823,376.325928,376.808929,376.64978,345.773682,338.902985,21.550344,21.553976,23.724052,23.873058,21.675541,21.33791,-42.686642,-57.066139,74,3149,7912,3,0,0,0,4,0,0,0,2117,2140,100,100,66.666672,33.333336,100,66.666672,0.960658,0.960851,1.078456,1.086702,0.967318,0.94939,1.000426,0.999759,0.999636,0.999203,1.000742,1.000234,16,-0.628622,27.655219,0,0,0,0,0,22,0,0,0,0,0,0,0,45,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.00064,0.000634,0.000449,0.00045,0,0.00181,0.000484,0.000484,0.000687,0.000687,0.000484,0.000484,0,0.00153,55,0.000013
7/9/2019 10:28,50,2,3,2,3,3,2,0,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,32.2,34.2,31.2,36.2,32.2,36.2,14.05,15.35,15.11,19.71,10.99,16.49,14.18,17.55,17.15,18.74,12.61,19.54,7.86,0,8.8,10.87,376.163116,22.734589,50.224597,3.16068,2320.527344,0,0,376.522675,376.523376,375.608582,376.412598,376.526825,375.384705,345.773682,338.902985,21.402027,21.655743,22.240944,23.898268,21.559864,19.662376,-42.686642,-57.066139,74,3150,7912,3,0,0,0,64,0,0,64,2065,2117,66.666672,100,66.666672,100,100,66.666672,0.981589,0.995543,1.027977,1.121764,0.990262,0.887637,1.001147,1.00115,0.998232,1.000796,1.001161,0.997518,16,-0.62821,27.663631,38,32,0,0,24,0,0,0,30,12,0,0,22,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000634,0.000634,0.000449,0.00045,0,0,0.000484,0.000484,0.000687,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,3,2,2,3,3,3,0,1,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,15,15.56,19.33,17.85,11.4,15.01,10.82,12.3,18.7,15.7,16.22,16.42,7.55,6.14,6.94,8.79,376.530884,23.361877,50.224597,3.16068,2384.554932,0,0,376.528137,376.487213,376.297729,376.57019,376.661224,376.640808,345.773682,338.902985,21.357161,21.641476,23.805689,24.030207,21.532373,21.281862,-42.686642,-57.066139,74,3151,7913,3,0,0,0,4,0,0,0,264276,585,100,66.666672,66.666672,100,100,100,0.950969,0.966075,1.083623,1.096083,0.960269,0.946981,0.999991,0.999861,0.999257,1.000125,1.000415,1.00035,16,-0.628026,27.663631,0,18,0,35,17,0,0,0,0,43,0,20,26,0,0,0,3,3,3,3,3,3,3,3,0.00045,0.00045,0.000637,0.000634,0.00045,0.000452,0,0,0.000484,0.000484,0.000687,0.000688,0.000484,0.000484,0,0,55,0.000013
7/9/2019 10:28,50,1,2,2,1,2,2,0,1,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,15.07,18.34,15.48,18.94,11.97,13,14.79,10.94,18.09,17.33,13.63,19.47,0,0,6.18,13.97,376.442719,23.308861,50.224597,3.16068,2379.143311,0,0,376.307831,376.55423,376.484772,376.178558,376.639984,376.490814,345.773682,338.902985,21.376175,21.114056,23.728893,24.056984,21.341209,21.678841,-42.686642,-57.066139,74,3152,7914,3,0,4,0,0,4,0,0,2133,709,50,100,100,50,100,100,0.954976,0.941062,1.082846,1.101115,0.953116,0.971124,0.99957,1.000355,1.000134,0.999158,1.000629,1.000153,16,-0.627862,27.663631,9,0,0,27,34,30,0,0,31,0,0,22,28,7,0,0,2,2,2,2,2,2,3,3,0.00045,0.00045,0.000634,0.000633,0.00045,0.00045,0,0.001894,0.000484,0.000484,0.000688,0.000688,0.000484,0.000484,0,0.001419,55,0.000013
7/9/2019 10:28,50,3,3,1,2,2,3,1,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,10.6,16.25,12.24,18.93,12.17,14.48,13.08,13.56,14.02,18.56,14.54,17.67,8.16,7.3,0,11.44,376.398712,23.032101,50.224597,3.16068,2350.894531,0,0,376.427765,376.457306,376.543335,375.532593,376.737671,376.693695,345.773682,338.902985,21.339737,21.607199,23.6982,22.691025,21.62175,21.466192,-42.686642,-57.066139,74,3153,7914,3,0,0,0,4,1,0,0,528,2245,100,100,33.333336,66.666672,66.666672,100,0.960519,0.974905,1.089814,1.033919,0.97569,0.967312,1.000093,1.000187,1.000461,0.99724,1.001081,1.000941,16,-0.627515,27.657267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,0.00045,0.00045,0.000634,0.000634,0.00045,0.00045,0,0.00183,0.000484,0.000484,0.000687,0.000688,0.000484,0.000484,0,0.001529,55,0.000013
7/9/2019 10:28,50,3,2,2,0,2,2,0,0,31.2,35.2,31.2,33.2,30.2,36.2,31.2,35.2,30.2,33.2,31.2,34.2,31.2,36.2,32.2,36.2,16.21,15.2,14.11,15.38,10.86,19.84,4.51,17.17,15.6,16.47,13.82,18.91,5.38,6.33,5.74,11.44,376.034576,22.967308,50.224597,3.16068,2344.281006,0,0,376.507507,376.409821,376.407227,375.532593,375.351074,375.497223,345.773682,338.902985,21.345243,21.286373,24.151154,22.691025,19.851645,19.52346,-42.686642,-57.066139,74,3154,7915,3,0,0,0,4,10249,0,0,2068,2069,100,66.666672,66.666672,0,100,100,1.006701,1.003228,1.178008,0,0.920056,0.901418,1.001573,1.001248,1.001239,0,0.997729,0.998214,16,-0.627166,27.661709,11,52,0,0,0,23,0,0,44,38,0,0,0,20,0,0,3,3,3,2,2,2,3,3,0.00045,0.00045,0.000634,0.000636,0.000449,0.00045,0.001449,0,0.000484,0.000484,0.000687,0.000688,0.000484,0.000484,0.001837,0,55,0.000013
