29
32
26
38
44
36
42
33
31
30
33
26
26
28
18
23
32
39
38
45
45
43
43
38
31
25
25
31
31
24
16
11
12
19
27
26
36
45
62
65
50
39
39
30
12
22
29
22
18
19
12
15
23
24
29
34
36
32
30
32
29
31
17
4
9
9
23
22
29
29
32
28
32
32
47
44
45
39
39
25
25
23
19
21
31
44
53
46
35
28
26
31
25
25
14
19
18
22
27
57
65
46
27
-3
-18
-27
-15
23
89
146
172
140
45
-87
-205
-240
-183
-9
201
382
463
379
132
-209
-505
-632
-495
-126
347
744
898
694
199
-419
-943
-1109
-821
-151
634
1251
1449
1067
250
-698
-1415
-1604
-1129
-177
911
1702
1863
1275
186
-976
-1758
-1868
-1207
-44
1152
1924
1962
1201
-13
-1182
-1880
-1823
-1025
174
1298
1926
1807
969
-190
-1218
-1716
-1527
-734
294
1179
1574
1355
629
-252
-968
-1260
-1039
-426
290
841
1055
861
386
-167
-576
-723
-589
-271
100
378
505
466
313
95
-97
-217
-272
-266
-184
-69
76
231
348
377
297
120
-136
-357
-466
-384
-148
187
469
626
563
281
-131
-484
-658
-577
-239
199
570
726
613
260
-194
-567
-699
-554
-177
266
605
718
561
189
-242
-546
-610
-421
-65
314
556
592
401
78
-235
-425
-429
-258
14
268
412
390
232
6
-198
-286
-249
-112
65
207
258
221
110
-5
-107
-135
-97
-15
60
99
113
90
41
-2
-10
-3
1
13
31
32
32
36
37
48
61
66
44
4
-38
-51
-46
-9
43
102
126
111
60
-2
-57
-83
-65
-8
68
114
119
99
48
-20
-68
-76
-31
42
108
141
130
79
9
-57
-90
-82
-31
38
99
113
95
36
-22
-55
-65
-47
0
70
122
129
90
38
-30
-63
-53
-13
37
94
113
109
72
12
-36
-45
-37
-7
40
82
103
81
37
-16
-42
-34
-11
28
65
79
77
46
8
-17
-17
-1
20
42
63
52
45
18
-1
-10
4
18
37
48
56
43
27
11
-1
3
16
40
49
44
26
13
12
10
4
27
39
54
48
39
25
23
11
15
15
26
41
49
36
16
5
10
13
31
42
43
36
31
35
31
28
25
29
34
32
33
34
23
9
2
7
20
39
53
54
48
30
11
8
19
18
29
44
42
48
38
20
11
1
7
35
56
66
68
49
23
6
-8
-11
-11
12
27
40
36
33
19
1
-6
2
21
41
54
56
57
46
24
0
-2
-3
5
33
44
55
55
46
37
29
21
12
11
16
29
43
48
34
23
22
6
4
14
26
